knowledge_id,knowledge_type,domain,title,served_agents,source_type,project_id,history_level,rag_path,source_path
P001_30,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-技术参数响应表,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_30_技术参数响应表.md,knowledge/cases/P001_30_技术参数响应表.md
P001_31,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-评分响应材料,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_31_评分响应材料.md,knowledge/cases/P001_31_评分响应材料.md
P001_32,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-AI审核问题清单,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_32_AI审核问题清单.md,knowledge/cases/P001_32_AI审核问题清单.md
P001_33,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-人工复核与审核结论,A01;A09;A10;A11,SYNTHETIC,P001,FULL_HISTORY,cases/P001_33_人工复核与审核结论.md,knowledge/cases/P001_33_人工复核与审核结论.md
P002_01,PROJECT_CASE,项目管理,银行企业知识助手项目-客户需求说明,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_01_客户需求说明.md,knowledge/cases/P002_01_客户需求说明.md
P002_02,PROJECT_CASE,项目管理,银行企业知识助手项目-需求调研记录,A01;A02;A03;A04;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_02_需求调研记录.md,knowledge/cases/P002_02_需求调研记录.md
P002_03,PROJECT_CASE,项目管理,银行企业知识助手项目-需求分析报告,A01;A02;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_03_需求分析报告.md,knowledge/cases/P002_03_需求分析报告.md
P002_04,PROJECT_CASE,项目管理,银行企业知识助手项目-解决方案,A01;A02;A05;A10;A11,SYNTHETIC_DERIVED,P002,FULL_HISTORY,cases/P002_04_解决方案.md,knowledge/cases/P002_04_解决方案.md
P002_05,PROJECT_CASE,财务,银行企业知识助手项目-报价说明,A01;A02;A09;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_05_报价说明.md,knowledge/cases/P002_05_报价说明.md
P002_06,PROJECT_CASE,项目管理,银行企业知识助手项目-项目立项申请,A02;A03;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_06_项目立项申请.md,knowledge/cases/P002_06_项目立项申请.md
P002_07,PROJECT_CASE,项目管理,银行企业知识助手项目-WBS与里程碑计划,A02;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_07_WBS与里程碑计划.md,knowledge/cases/P002_07_WBS与里程碑计划.md
P002_08,PROJECT_CASE,会议协同,银行企业知识助手项目-项目启动会材料,A02;A04;A05,SYNTHETIC,P002,FULL_HISTORY,cases/P002_08_项目启动会材料.md,knowledge/cases/P002_08_项目启动会材料.md
P002_09,PROJECT_CASE,项目管理,银行企业知识助手项目-人员配置计划,A02;A07;A08,SYNTHETIC,P002,FULL_HISTORY,cases/P002_09_人员配置计划.md,knowledge/cases/P002_09_人员配置计划.md
P002_10,PROJECT_CASE,招聘,银行企业知识助手项目-招聘需求,A07;A08,SYNTHETIC,P002,FULL_HISTORY,cases/P002_10_招聘需求.md,knowledge/cases/P002_10_招聘需求.md
P002_11,PROJECT_CASE,采购,银行企业知识助手项目-采购申请,A09;A10;A11,SYNTHETIC,P002,FULL_HISTORY,cases/P002_11_采购申请.md,knowledge/cases/P002_11_采购申请.md
P002_12,PROJECT_CASE,采购,银行企业知识助手项目-采购需求规格,A09;A10,SYNTHETIC,P002,FULL_HISTORY,cases/P002_12_采购需求规格.md,knowledge/cases/P002_12_采购需求规格.md
P002_13,PROJECT_CASE,供应商,银行企业知识助手项目-供应商比选记录,A09;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_13_供应商比选记录.md,knowledge/cases/P002_13_供应商比选记录.md
P002_14,PROJECT_CASE,招投标,银行企业知识助手项目-招投标材料与审查计划,A01;A09;A10;A11,SYNTHETIC,P002,FULL_HISTORY,cases/P002_14_招投标材料与审查计划.md,knowledge/cases/P002_14_招投标材料与审查计划.md
P002_15,PROJECT_CASE,合同履约,银行企业知识助手项目-合同审核意见,A10;A11,SYNTHETIC,P002,FULL_HISTORY,cases/P002_15_合同审核意见.md,knowledge/cases/P002_15_合同审核意见.md
P002_16,PROJECT_CASE,合同履约,银行企业知识助手项目-项目合同摘要,A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_16_项目合同摘要.md,knowledge/cases/P002_16_项目合同摘要.md
P002_17,PROJECT_CASE,项目管理,银行企业知识助手项目-项目周报汇总,A02;A04;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_17_项目周报汇总.md,knowledge/cases/P002_17_项目周报汇总.md
P002_18,PROJECT_CASE,项目管理,银行企业知识助手项目-风险台账,A02;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_18_风险台账.md,knowledge/cases/P002_18_风险台账.md
P002_19,PROJECT_CASE,项目管理,银行企业知识助手项目-变更记录,A01;A02;A10;A11,SYNTHETIC,P002,FULL_HISTORY,cases/P002_19_变更记录.md,knowledge/cases/P002_19_变更记录.md
P002_20,PROJECT_CASE,项目管理,银行企业知识助手项目-验收方案,A01;A02;A10;A11,SYNTHETIC,P002,FULL_HISTORY,cases/P002_20_验收方案.md,knowledge/cases/P002_20_验收方案.md
P002_21,PROJECT_CASE,项目管理,银行企业知识助手项目-验收报告,A01;A02;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_21_验收报告.md,knowledge/cases/P002_21_验收报告.md
P002_22,PROJECT_CASE,项目管理,银行企业知识助手项目-结项报告,A02;A03;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_22_结项报告.md,knowledge/cases/P002_22_结项报告.md
P002_23,PROJECT_CASE,经营分析,银行企业知识助手项目-项目经营复盘,A02;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_23_项目经营复盘.md,knowledge/cases/P002_23_项目经营复盘.md
P002_24,PROJECT_CASE,知识治理,银行企业知识助手项目-知识沉淀清单,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_24_知识沉淀清单.md,knowledge/cases/P002_24_知识沉淀清单.md
P002_25,PROJECT_CASE,项目管理,银行企业知识助手项目-需求变更申请,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_25_需求变更申请.md,knowledge/cases/P002_25_需求变更申请.md
P002_26,PROJECT_CASE,项目管理,银行企业知识助手项目-项目延期风险升级记录,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_26_项目延期风险升级记录.md,knowledge/cases/P002_26_项目延期风险升级记录.md
P002_27,PROJECT_CASE,知识治理,银行企业知识助手项目-延期原因链与知识版本冲突处理,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_27_知识版本冲突处理记录.md,knowledge/cases/P002_27_知识版本冲突处理记录.md
P002_28,PROJECT_CASE,项目管理,银行企业知识助手项目-人员不足资源申请,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_28_人员不足资源申请.md,knowledge/cases/P002_28_人员不足资源申请.md
P002_29,PROJECT_CASE,经营分析,银行企业知识助手项目-成本超支预警,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_29_成本超支预警.md,knowledge/cases/P002_29_成本超支预警.md
P002_30,PROJECT_CASE,合同履约,银行企业知识助手项目-合同付款争议记录,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_30_合同付款争议记录.md,knowledge/cases/P002_30_合同付款争议记录.md
P002_31,PROJECT_CASE,会议协同,银行企业知识助手项目-项目纠偏会议纪要,A01;A02;A03;A10;A11;A12,SYNTHETIC,P002,FULL_HISTORY,cases/P002_31_项目纠偏会议纪要.md,knowledge/cases/P002_31_项目纠偏会议纪要.md
P003_01,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-客户需求说明,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_01_客户需求说明.md,knowledge/cases/P003_01_客户需求说明.md
P003_02,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-需求调研记录,A01;A02;A03;A04;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_02_需求调研记录.md,knowledge/cases/P003_02_需求调研记录.md
P003_03,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-需求分析报告,A01;A02;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_03_需求分析报告.md,knowledge/cases/P003_03_需求分析报告.md
P003_04,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-解决方案,A01;A02;A05;A10;A11,SYNTHETIC_DERIVED,P003,FULL_HISTORY,cases/P003_04_解决方案.md,knowledge/cases/P003_04_解决方案.md
P003_05,PROJECT_CASE,财务,电力 AI 智能巡检平台-报价说明,A01;A02;A09;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_05_报价说明.md,knowledge/cases/P003_05_报价说明.md
P003_06,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-项目立项申请,A02;A03;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_06_项目立项申请.md,knowledge/cases/P003_06_项目立项申请.md
P003_07,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-WBS与里程碑计划,A02;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_07_WBS与里程碑计划.md,knowledge/cases/P003_07_WBS与里程碑计划.md
P003_08,PROJECT_CASE,会议协同,电力 AI 智能巡检平台-项目启动会材料,A02;A04;A05,SYNTHETIC,P003,FULL_HISTORY,cases/P003_08_项目启动会材料.md,knowledge/cases/P003_08_项目启动会材料.md
P003_09,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-人员配置计划,A02;A07;A08,SYNTHETIC,P003,FULL_HISTORY,cases/P003_09_人员配置计划.md,knowledge/cases/P003_09_人员配置计划.md
P003_10,PROJECT_CASE,招聘,电力 AI 智能巡检平台-招聘需求,A07;A08,SYNTHETIC,P003,FULL_HISTORY,cases/P003_10_招聘需求.md,knowledge/cases/P003_10_招聘需求.md
P003_11,PROJECT_CASE,采购,电力 AI 智能巡检平台-采购申请,A09;A10;A11,SYNTHETIC,P003,FULL_HISTORY,cases/P003_11_采购申请.md,knowledge/cases/P003_11_采购申请.md
P003_12,PROJECT_CASE,采购,电力 AI 智能巡检平台-采购需求规格,A09;A10,SYNTHETIC,P003,FULL_HISTORY,cases/P003_12_采购需求规格.md,knowledge/cases/P003_12_采购需求规格.md
P003_13,PROJECT_CASE,供应商,电力 AI 智能巡检平台-供应商比选记录,A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_13_供应商比选记录.md,knowledge/cases/P003_13_供应商比选记录.md
P003_14,PROJECT_CASE,招投标,电力 AI 智能巡检平台-招投标材料与审查计划,A01;A09;A10;A11,SYNTHETIC,P003,FULL_HISTORY,cases/P003_14_招投标材料与审查计划.md,knowledge/cases/P003_14_招投标材料与审查计划.md
P003_15,PROJECT_CASE,合同履约,电力 AI 智能巡检平台-合同审核意见,A10;A11,SYNTHETIC,P003,FULL_HISTORY,cases/P003_15_合同审核意见.md,knowledge/cases/P003_15_合同审核意见.md
P003_16,PROJECT_CASE,合同履约,电力 AI 智能巡检平台-项目合同摘要,A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_16_项目合同摘要.md,knowledge/cases/P003_16_项目合同摘要.md
P003_17,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-项目周报汇总,A02;A04;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_17_项目周报汇总.md,knowledge/cases/P003_17_项目周报汇总.md
P003_18,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-风险台账,A02;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_18_风险台账.md,knowledge/cases/P003_18_风险台账.md
P003_19,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-变更记录,A01;A02;A10;A11,SYNTHETIC,P003,FULL_HISTORY,cases/P003_19_变更记录.md,knowledge/cases/P003_19_变更记录.md
P003_20,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收方案,A01;A02;A10;A11,SYNTHETIC,P003,FULL_HISTORY,cases/P003_20_验收方案.md,knowledge/cases/P003_20_验收方案.md
P003_21,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收报告,A01;A02;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_21_验收报告.md,knowledge/cases/P003_21_验收报告.md
P003_22,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-结项报告,A02;A03;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_22_结项报告.md,knowledge/cases/P003_22_结项报告.md
P003_23,PROJECT_CASE,经营分析,电力 AI 智能巡检平台-项目经营复盘,A02;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_23_项目经营复盘.md,knowledge/cases/P003_23_项目经营复盘.md
P003_24,PROJECT_CASE,知识治理,电力 AI 智能巡检平台-知识沉淀清单,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_24_知识沉淀清单.md,knowledge/cases/P003_24_知识沉淀清单.md
P003_25,PROJECT_CASE,采购,电力 AI 智能巡检平台-GPU采购技术规格,A02;A03;A09;A10;A11;A12,SYNTHETIC_DERIVED,P003,FULL_HISTORY,cases/P003_25_GPU采购技术规格.md,knowledge/cases/P003_25_GPU采购技术规格.md
P003_26,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-算法指标专项评审,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_26_算法指标专项评审.md,knowledge/cases/P003_26_算法指标专项评审.md
P003_27,PROJECT_CASE,信息安全数据治理,电力 AI 智能巡检平台-数据安全评审,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_27_数据安全评审.md,knowledge/cases/P003_27_数据安全评审.md
P003_28,PROJECT_CASE,信息安全数据治理,电力 AI 智能巡检平台-视频数据治理说明,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_28_视频数据治理说明.md,knowledge/cases/P003_28_视频数据治理说明.md
P003_29,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-技术方案变更评审,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_29_技术方案变更评审.md,knowledge/cases/P003_29_技术方案变更评审.md
P003_30,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收指标争议纪要,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_30_验收指标争议纪要.md,knowledge/cases/P003_30_验收指标争议纪要.md
P003_31,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-算法测试专项报告,A02;A03;A09;A10;A11;A12,SYNTHETIC,P003,FULL_HISTORY,cases/P003_31_算法测试专项报告.md,knowledge/cases/P003_31_算法测试专项报告.md
CASE001,PROJECT_CASE,项目管理,需求变更与基线控制复盘,A01;A02;A10;A11;A12,SYNTHETIC_DERIVED,CROSS_PROJECT,FULL_HISTORY,cases/CASE001_历史项目案例_需求变更与基线控制复盘.md,knowledge/cases/CASE001_历史项目案例_需求变更与基线控制复盘.md
CASE002,PROJECT_CASE,经营分析,P002 银行企业知识助手项目负毛利异常原因与采购合同成本联动复盘,A02;A09;A11;A12,SYNTHETIC_DERIVED,CROSS_PROJECT,FULL_HISTORY,cases/CASE002_历史项目案例_采购合同与成本联动复盘.md,knowledge/cases/CASE002_历史项目案例_采购合同与成本联动复盘.md
CASE003,PROJECT_CASE,项目管理,验收指标与知识沉淀复盘,A01;A02;A03;A10;A11;A12,SYNTHETIC_DERIVED,CROSS_PROJECT,FULL_HISTORY,cases/CASE003_历史项目案例_验收指标与知识沉淀复盘.md,knowledge/cases/CASE003_历史项目案例_验收指标与知识沉淀复盘.md
CASE004,PROJECT_CASE,公文规范,文档格式与排版正反案例,A05;A06,SYNTHETIC_DERIVED,CROSS_PROJECT,FULL_HISTORY,cases/CASE004_历史项目案例_文档格式与排版正反案例.md,knowledge/cases/CASE004_历史项目案例_文档格式与排版正反案例.md
TPL001,TEMPLATE,项目管理,项目立项模板,A01;A02,INTERNAL_DERIVED,,,templates/TPL001_项目管理_项目立项模板.md,knowledge/templates/TPL001_项目管理_项目立项模板.md
TPL002,TEMPLATE,项目管理,需求调研模板,A01;A02,INTERNAL_DERIVED,,,templates/TPL002_项目管理_需求调研模板.md,knowledge/templates/TPL002_项目管理_需求调研模板.md
TPL003,TEMPLATE,企业文档,解决方案模板,A01;A05,INTERNAL_DERIVED,,,templates/TPL003_企业文档_解决方案模板.md,knowledge/templates/TPL003_企业文档_解决方案模板.md
TPL004,TEMPLATE,项目管理,WBS计划模板,A02,INTERNAL_DERIVED,,,templates/TPL004_项目管理_WBS计划模板.md,knowledge/templates/TPL004_项目管理_WBS计划模板.md
TPL005,TEMPLATE,项目管理,项目周报模板,A02;A04,INTERNAL_DERIVED,,,templates/TPL005_项目管理_项目周报模板.md,knowledge/templates/TPL005_项目管理_项目周报模板.md
TPL006,TEMPLATE,项目管理,项目风险台账模板,A02;A10;A11,INTERNAL_DERIVED,,,templates/TPL006_项目管理_项目风险台账模板.md,knowledge/templates/TPL006_项目管理_项目风险台账模板.md
TPL007,TEMPLATE,项目管理,项目变更单模板,A02;A10;A11,INTERNAL_DERIVED,,,templates/TPL007_项目管理_项目变更单模板.md,knowledge/templates/TPL007_项目管理_项目变更单模板.md
TPL008,TEMPLATE,项目管理,验收方案模板,A01;A02;A10;A11,INTERNAL_DERIVED,,,templates/TPL008_项目管理_验收方案模板.md,knowledge/templates/TPL008_项目管理_验收方案模板.md
TPL009,TEMPLATE,会议协同,会议议程模板,A02;A04;A05,INTERNAL_DERIVED,,,templates/TPL009_会议协同_会议议程模板.md,knowledge/templates/TPL009_会议协同_会议议程模板.md
TPL010,TEMPLATE,会议协同,会议纪要模板,A02;A04;A05,INTERNAL_DERIVED,,,templates/TPL010_会议协同_会议纪要模板.md,knowledge/templates/TPL010_会议协同_会议纪要模板.md
TPL011,TEMPLATE,会议协同,决策与待办清单模板,A02;A04,INTERNAL_DERIVED,,,templates/TPL011_会议协同_决策与待办清单模板.md,knowledge/templates/TPL011_会议协同_决策与待办清单模板.md
TPL012,TEMPLATE,公文规范,通知模板,A05;A06,INTERNAL_DERIVED,,,templates/TPL012_公文规范_通知模板.md,knowledge/templates/TPL012_公文规范_通知模板.md
TPL013,TEMPLATE,公文规范,请示模板,A05;A06,INTERNAL_DERIVED,,,templates/TPL013_公文规范_请示模板.md,knowledge/templates/TPL013_公文规范_请示模板.md
TPL014,TEMPLATE,企业文档,工作报告模板,A05;A06;A12,INTERNAL_DERIVED,,,templates/TPL014_企业文档_工作报告模板.md,knowledge/templates/TPL014_企业文档_工作报告模板.md
TPL015,TEMPLATE,招聘,岗位JD模板,A07;A08,INTERNAL_DERIVED,,,templates/TPL015_招聘_岗位JD模板.md,knowledge/templates/TPL015_招聘_岗位JD模板.md
TPL016,TEMPLATE,招聘,面试评价表模板,A07;A08,INTERNAL_DERIVED,,,templates/TPL016_招聘_面试评价表模板.md,knowledge/templates/TPL016_招聘_面试评价表模板.md
TPL017,TEMPLATE,培训绩效,培训计划模板,A08,INTERNAL_DERIVED,,,templates/TPL017_培训绩效_培训计划模板.md,knowledge/templates/TPL017_培训绩效_培训计划模板.md
TPL018,TEMPLATE,采购,采购申请模板,A09,INTERNAL_DERIVED,,,templates/TPL018_采购_采购申请模板.md,knowledge/templates/TPL018_采购_采购申请模板.md
TPL019,TEMPLATE,供应商,供应商比选表模板,A09;A10,INTERNAL_DERIVED,,,templates/TPL019_供应商_供应商比选表模板.md,knowledge/templates/TPL019_供应商_供应商比选表模板.md
TPL020,TEMPLATE,合同履约,合同审查清单模板,A10;A11,INTERNAL_DERIVED,,,templates/TPL020_合同履约_合同审查清单模板.md,knowledge/templates/TPL020_合同履约_合同审查清单模板.md
TPL021,TEMPLATE,公文规范,文档格式检查清单,A05;A06,INTERNAL_DERIVED,,,templates/TPL021_公文规范_文档格式检查清单.md,knowledge/templates/TPL021_公文规范_文档格式检查清单.md
TPL022,TEMPLATE,公文规范,格式修复与模板映射记录,A06,INTERNAL_DERIVED,,,templates/TPL022_公文规范_格式修复与模板映射记录.md,knowledge/templates/TPL022_公文规范_格式修复与模板映射记录.md
TPL023,TEMPLATE,培训绩效,绩效目标表,A08;A12,INTERNAL_DERIVED,,,templates/TPL023_培训绩效_绩效目标表.md,knowledge/templates/TPL023_培训绩效_绩效目标表.md
TPL024,TEMPLATE,培训绩效,中期绩效回顾表,A02;A08,INTERNAL_DERIVED,,,templates/TPL024_培训绩效_中期绩效回顾表.md,knowledge/templates/TPL024_培训绩效_中期绩效回顾表.md
TPL025,TEMPLATE,培训绩效,绩效评价反馈与改进计划模板,A07;A08,INTERNAL_DERIVED,,,templates/TPL025_培训绩效_绩效评价反馈与改进计划模板.md,knowledge/templates/TPL025_培训绩效_绩效评价反馈与改进计划模板.md
TPL026,TEMPLATE,招投标,招标文件审查清单,A09;A10;A11,INTERNAL_DERIVED,,,templates/TPL026_招投标_招标文件审查清单.md,knowledge/templates/TPL026_招投标_招标文件审查清单.md
TPL027,TEMPLATE,招投标,投标文件审核报告模板,A01;A10;A11,INTERNAL_DERIVED,,,templates/TPL027_招投标_投标文件审核报告模板.md,knowledge/templates/TPL027_招投标_投标文件审核报告模板.md
TPL028,TEMPLATE,招投标,招投标问题定位模板,A10;A11,INTERNAL_DERIVED,,,templates/TPL028_招投标_招投标问题定位模板.md,knowledge/templates/TPL028_招投标_招投标问题定位模板.md
DATA001,BUSINESS_DATA,结构化业务数据,员工花名册,A07;A08,SYNTHETIC,,,business_data/DATA001_结构化业务数据_员工花名册.xlsx,knowledge/business_data/DATA001_结构化业务数据_员工花名册.xlsx
DATA002,BUSINESS_DATA,结构化业务数据,客户主数据,A01;A02;A12,SYNTHETIC,,,business_data/DATA002_结构化业务数据_客户主数据.xlsx,knowledge/business_data/DATA002_结构化业务数据_客户主数据.xlsx
DATA003,BUSINESS_DATA,结构化业务数据,供应商主数据,A09;A10;A11,SYNTHETIC,,,business_data/DATA003_结构化业务数据_供应商主数据.xlsx,knowledge/business_data/DATA003_结构化业务数据_供应商主数据.xlsx
DATA004,BUSINESS_DATA,结构化业务数据,项目主数据,A02;A03;A12,SYNTHETIC,,,business_data/DATA004_结构化业务数据_项目主数据.xlsx,knowledge/business_data/DATA004_结构化业务数据_项目主数据.xlsx
DATA005,BUSINESS_DATA,结构化业务数据,合同台账,A10;A11;A12,SYNTHETIC,,,business_data/DATA005_结构化业务数据_合同台账.xlsx,knowledge/business_data/DATA005_结构化业务数据_合同台账.xlsx
DATA006,BUSINESS_DATA,结构化业务数据,采购订单台账,A09;A11;A12,SYNTHETIC,,,business_data/DATA006_结构化业务数据_采购订单台账.xlsx,knowledge/business_data/DATA006_结构化业务数据_采购订单台账.xlsx
DATA007,BUSINESS_DATA,结构化业务数据,项目工时台账,A02;A08;A12,SYNTHETIC,,,business_data/DATA007_结构化业务数据_项目工时台账.xlsx,knowledge/business_data/DATA007_结构化业务数据_项目工时台账.xlsx
DATA008,BUSINESS_DATA,结构化业务数据,项目成本台账,A02;A11;A12,SYNTHETIC,,,business_data/DATA008_结构化业务数据_项目成本台账.xlsx,knowledge/business_data/DATA008_结构化业务数据_项目成本台账.xlsx
DATA009,BUSINESS_DATA,结构化业务数据,年度预算台账,A02;A11;A12,SYNTHETIC,,,business_data/DATA009_结构化业务数据_年度预算台账.xlsx,knowledge/business_data/DATA009_结构化业务数据_年度预算台账.xlsx
DATA010,BUSINESS_DATA,结构化业务数据,项目收入台账,A02;A11;A12,SYNTHETIC,,,business_data/DATA010_结构化业务数据_项目收入台账.xlsx,knowledge/business_data/DATA010_结构化业务数据_项目收入台账.xlsx
DATA011,BUSINESS_DATA,结构化业务数据,人员能力标签,A07;A08;A02,SYNTHETIC,,,business_data/DATA011_结构化业务数据_人员能力标签.xlsx,knowledge/business_data/DATA011_结构化业务数据_人员能力标签.xlsx
DATA012,BUSINESS_DATA,结构化业务数据,经营指标字典,A02;A03;A12,SYNTHETIC,,,business_data/DATA012_结构化业务数据_经营指标字典.xlsx,knowledge/business_data/DATA012_结构化业务数据_经营指标字典.xlsx
