source_id,title,publisher,source_type,domain,publication_date,effective_date,status,url,access_date,authority_level,source_authority,normative_force,applicability,specificity,applicable_scope,summary,used_by,verification_status,notes
SRC-CORP-005,光力科技股份有限公司经理工作细则（2025年9月）,光力科技股份有限公司（深交所创业板 300480）,PUBLIC_CORPORATE,会议治理,2025-09-23,2025-09-23,active,https://disc.static.szse.cn/disc/disk03/finalpage/2025-09-23/008c5718-795f-4a8b-90d9-38d44a015ccd.PDF,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,上市公司高级管理人员议事与办公会治理,含总经理办公会专章：议题提前三天征集、议程报总经理审批、会议记录专人负责、重大问题出会议纪要由总经理签发执行、决定事项由责任部门承办并回报执行情况；另含高级管理人员绩效评价与激励约束专章。,REF016;POL008;POL004,VERIFIED,Stage 2.2 已实际打开深交所披露 PDF 核验全文；企业内部制度仅作类比参考不构成星澜强制规则
SRC-CORP-006,易联众信息技术股份有限公司全面预算管理制度（2025年11月）,易联众信息技术股份有限公司,PUBLIC_CORPORATE,财务预算,2025-11-29,2025-11-29,active,https://static.cninfo.com.cn/finalpage/2025-11-29/1224832863.PDF,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,科技企业全面预算管理,规定预算管理委员会（决策）+财务中心预算部（常设）+经营单元（执行）三级组织；含项目预算（进度/收入/成本/回款）、人员成本预算、采购预算、研发项目预算的编制口径；零基预算+季度滚动预算；预算调整条件与流程；预算结果考核纳入年度经营考核。,REF014;POL015;POL016,VERIFIED,Stage 2.2 已实际打开巨潮资讯 PDF 核验全文；软件类上市公司实践与星澜业务形态接近但参数不可照搬
SRC-CORP-007,安徽金种子酒业股份有限公司经理层业绩考核办法（2025年12月修订）,安徽金种子酒业股份有限公司（上交所 600199）,PUBLIC_CORPORATE,绩效管理,2025-12-03,2025-12-03,active,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-12-03/600199_20251203_TG7D.pdf,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,上市公司经理层业绩考核,经理层任期制契约化考核：年度考核+任期考核（3年）、定量定性结合、考核责任书签订、考核组织（党委会/董事会/人力资源部）、考核结果与薪酬职务任免衔接。,REF015;POL004,VERIFIED,Stage 2.2 已实际打开上交所披露 PDF 核验全文；国有控股背景的考核组织结构对民企星澜仅作类比
SRC-CORP-008,福建青松股份有限公司合同管理制度（2025年10月修订）,福建青松股份有限公司（深交所创业板 300132）,PUBLIC_CORPORATE,合同管理,2025-10-29,2025-10-29,active,https://disc.static.szse.cn/disc/disk03/finalpage/2025-10-29/b01ae057-3883-4733-ae4e-5a8a62faaf36.PDF,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,企业合同全生命周期内控,覆盖合同分级分部门管理、不相容岗位分离、书面合同条件、多部门会审（财务/审计/归口）、退改重审、专用章保管、当面签订与骑缝章、履行监控、变更解除、验收、档案调阅（审批+复印件+外借限5日）、违约与纠纷处理、考核与奖罚。,REF008;POL014,VERIFIED,Stage 2.2 已实际打开深交所披露 PDF 核验全文；金额阈值与部门设置属该企业参数不可照搬
SRC-CORP-009,浙江华友钴业股份有限公司供应商管理办法,浙江华友钴业股份有限公司（上交所 603799）,PUBLIC_CORPORATE,供应商,2025-09-30,2025-09-30,active,https://www.huayou.com/Public/Uploads/ueditor/upload/file/20250930/1759200410689152.pdf,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,企业供应商全流程管理,归口管理+资格审查准入+动态考核原则；准入条件（法人资格/无违法违规/履约能力/财务状况）；书面审核与现场审核两种方式；日常动态考核（报价/价格/质量/交货/服务/财务/投诉七类异常）；年度梳理与连续二年未供货自动除名；惩罚五级（书面警告/缩减份额/限期整改/取消资格）与奖励机制。,POL012;POL011,VERIFIED,Stage 2.2 已实际打开公司官网公开 PDF 核验全文；制造业供应链场景对软件企业星澜作流程类比
SRC-CORP-010,博深股份有限公司投资决策与项目管理制度（2025年12月修订）,博深股份有限公司,PUBLIC_CORPORATE,项目管理,2025-12-26,2025-12-26,active,https://static.cninfo.com.cn/finalpage/2025-12-26/1224897820.PDF,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,DOMAIN,企业投资立项与项目管理,区分固定资产投资/股权投资/固定收益投资；项目投资决策六原则；分级决策与组织职责；项目立项-论证-决策-实施-监督流程框架。,REF012;POL005;POL006;POL007,VERIFIED,Stage 2.2 已实际打开巨潮资讯 PDF 核验全文；工程制造类项目分级阈值仅作结构参考
SRC-CORP-011,江苏龙蟠科技集团股份有限公司保密及档案工作管理办法（2025年7月修订）,江苏龙蟠科技集团股份有限公司,PUBLIC_CORPORATE,文档管理,2025-07-23,2025-07-23,active,https://static.cninfo.com.cn/finalpage/2025-07-23/1224256064.PDF,2026-09-12,L5,PUBLIC_CORPORATE,REFERENCE,ANALOGICAL,SCENARIO,企业保密与档案管理,基于档案法/保密法的上市公司保密及档案管理实践：涉密文件审批备案后提供、书面说明备查、保密协议签订、工作底稿境内存放、定期自查与检查整改、违规追责。,REF009;POL009;POL018,VERIFIED,Stage 2.2 已实际打开巨潮资讯 PDF 核验全文；场景为境外发行上市活动对星澜为窄场景类比
SRC-CASE-013,宁波海洋中心Deepseek大模型本地化部署服务采购项目采购结果公告,国家海洋局宁波海洋环境监测中心站+宁波市国际招标有限公司,PUBLIC_CASE,大模型知识库,2026-04-01,2026-04-01,active,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202604/t20260401_26345194.htm,2026-09-12,L4,PUBLIC_CASE,NONE,ANALOGICAL,SCENARIO,大模型私有化部署采购,中标人：中国电信股份有限公司宁波分公司；中标金额 61.28 万元（预算 62 万）；服务时间：合同签订后 90 日历天内完成大模型私有化部署（含知识库）与智能体应用场景安装调试+三年数据治理与模型微调支撑；评审专家 5 人。与 SRC-CASE-003 招标公告构成同一项目"招标公告→中标公告"完整文件链。,REF018;POL011;POL014;POL005,VERIFIED,Stage 2.2 已实际打开中国政府采购网公告页核验全文；与 SRC-CASE-003 为同一项目（NBITC-202610805）
SRC-CASE-014,岳阳市DeepSeek大语言模型本地化部署政府采购服务项目重新立项公开招标中标公告,岳阳市数据局+湖南强鑫项目管理有限公司,PUBLIC_CASE,政务大模型,2026-05-09,2026-05-09,active,https://www.ccgp.gov.cn/cggg/dfgg/zbgg/202605/t20260509_26532671.htm,2026-09-12,L4,PUBLIC_CASE,NONE,ANALOGICAL,SCENARIO,政务大模型集中统建项目,中标人：岳阳市交投智慧城市开发有限公司 498.97 万元；含 3 家投标人资格审查/符合性审查/报价/评分/推荐排名完整评审表；服务范围：AI应用管理平台+政务云智算专区+训推分离混合架构；36 个月。与 SRC-CASE-007 招标公告构成"招标→评审→中标"完整链。,REF018;POL011;POL013;POL014,VERIFIED,Stage 2.2 已实际打开中国政府采购网公告页核验全文；与 SRC-CASE-007 为同一项目（岳财市采计[2026]000012号）
SRC-CASE-015,农业农村部信息中心政务外网DeepSeek大模型智算基础设施软硬件采购项目中标公告,中央国家机关政府采购中心（采购人：农业农村部信息中心）,PUBLIC_CASE,大模型算力,2026-07-24,2026-07-24,active,https://www.zycg.gov.cn/freecms/site/zygjjgzfcgzx/ggxx/info/2026/af961a25-1ffb-484e-91fd-ba88f6a35247.html?id=cf5bc1af-870c-11f1-9615-fa163ee0ead6,2026-09-12,L4,PUBLIC_CASE,NONE,ANALOGICAL,SCENARIO,大模型智算软硬件采购,中标人：北京中科金财科技股份有限公司 340.2 万元（预算 342 万）；主要标的：GPU 推理服务器（中兴 R6530 G3）4 台×70.8 万元；公开招标；公告附件含得分排序表与采购文件下载。,REF018;POL011;POL013;POL015,VERIFIED,Stage 2.2 已实际打开中央政府采购网公告页核验全文；算力硬件采购含设备明细与预算对比
SRC-CASE-016,多模态数字人全栈平台成交公告,宿迁市数据局+宿迁市公共资源交易中心,PUBLIC_CASE,智慧园区/AI数字人,2026-06-10,2026-06-10,active,https://www.ccgp.gov.cn/cggg/dfgg/cjgg/202606/t20260610_26725632.htm,2026-09-12,L4,PUBLIC_CASE,NONE,ANALOGICAL,SCENARIO,AI数字人平台采购,成交人：京东科技信息技术有限公司 110.7 万元；评审得分 92.5（均分制）；服务期三年；公告附件直接公开采购文件（.doc）与成交信息增设内容公开；采购人宿迁市数据局。属 P001 智慧服务/数字人方向的完整"采购文件+成交公告"链。,REF018;POL005;POL011;POL013,VERIFIED,Stage 2.2 已实际打开中国政府采购网公告页核验全文；附件含可下载采购文件增强可追溯性
SRC-CASE-017,四川信息职业技术学院AI能力中心建设中标（成交）结果公告,四川信息职业技术学院+四川思渠国际招标有限公司,PUBLIC_CASE,AI知识库/智能体,2026-06-16,2026-06-16,active,https://www.ccgp.gov.cn/cggg/dfgg/cjgg/202606/t20260616_26756963.htm,2026-09-12,L4,PUBLIC_CASE,NONE,ANALOGICAL,SCENARIO,AI能力中心（知识库+RAG+智能体）建设,成交人：江苏金智教育信息股份有限公司 85 万元（预算/最高限价 100 万）；评审得分 95.29；要求：知识库建设与RAG精准检索、零代码构建不少于 20 个智能体（具SKILL能力）与 20 个知识库、完成等保 2.0 二级测评并备案；90 个自然日交付；质保 8 小时响应/24 小时解决/3 次整改不合格可解约。属 P002 企业知识库/智能体平台方向的完整需求+结果链（附件含采购文件集与评审情况表）。,REF018;POL005;POL011;POL017,VERIFIED,Stage 2.2 已实际打开中国政府采购网公告页核验全文；等保二级测评条款直接支撑 POL017 落地参考
