knowledge_id,file_name,primary_upload_agent_id,primary_upload_agent,recommended_agent_labels,knowledge_type,domain,title,source_type,project_id
P001_19,P001_19_变更记录.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-变更记录,SYNTHETIC,P001
P001_20,P001_20_验收方案.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-验收方案,SYNTHETIC,P001
P001_21,P001_21_验收报告.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-验收报告,SYNTHETIC,P001
P001_22,P001_22_结项报告.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,PROJECT_CASE,项目管理,智慧园区 AI 数字人服务平台-结项报告,SYNTHETIC,P001
P001_23,P001_23_项目经营复盘.md,A12,企业经营分析师,A02_AI项目经理;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,经营分析,智慧园区 AI 数字人服务平台-项目经营复盘,SYNTHETIC,P001
P001_24,P001_24_知识沉淀清单.md,A03,企业知识管家,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A05_企业文档创作官;A06_文档规范与排版官;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,知识治理,智慧园区 AI 数字人服务平台-知识沉淀清单,SYNTHETIC,P001
P001_25,P001_25_招标文件关键条款.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-招标文件关键条款,SYNTHETIC_DERIVED,P001
P001_26,P001_26_招标文件审查记录.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-招标文件审查记录,SYNTHETIC_DERIVED,P001
P001_27,P001_27_投标文件响应材料.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-投标文件响应材料,SYNTHETIC,P001
P001_28,P001_28_资格材料.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-资格材料,SYNTHETIC,P001
P001_29,P001_29_商务响应表.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-商务响应表,SYNTHETIC,P001
P001_30,P001_30_技术参数响应表.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-技术参数响应表,SYNTHETIC,P001
P001_31,P001_31_评分响应材料.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-评分响应材料,SYNTHETIC,P001
P001_32,P001_32_AI审核问题清单.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-AI审核问题清单,SYNTHETIC,P001
P001_33,P001_33_人工复核与审核结论.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,智慧园区 AI 数字人服务平台-人工复核与审核结论,SYNTHETIC,P001
P002_01,P002_01_客户需求说明.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A05_企业文档创作官;A06_文档规范与排版官;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-客户需求说明,SYNTHETIC,P002
P002_02,P002_02_需求调研记录.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-需求调研记录,SYNTHETIC,P002
P002_03,P002_03_需求分析报告.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-需求分析报告,SYNTHETIC,P002
P002_04,P002_04_解决方案.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A05_企业文档创作官;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,银行企业知识助手项目-解决方案,SYNTHETIC_DERIVED,P002
P002_05,P002_05_报价说明.md,A12,企业经营分析师,A01_需求洞察与方案顾问;A02_AI项目经理;A09_智能采购顾问;A12_企业经营分析师,PROJECT_CASE,财务,银行企业知识助手项目-报价说明,SYNTHETIC,P002
P002_06,P002_06_项目立项申请.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-项目立项申请,SYNTHETIC,P002
P002_07,P002_07_WBS与里程碑计划.md,A02,AI项目经理,A02_AI项目经理;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-WBS与里程碑计划,SYNTHETIC,P002
P002_08,P002_08_项目启动会材料.md,A04,智能会议协同官,A02_AI项目经理;A04_智能会议协同官;A05_企业文档创作官,PROJECT_CASE,会议协同,银行企业知识助手项目-项目启动会材料,SYNTHETIC,P002
P002_09,P002_09_人员配置计划.md,A07,AI招聘与人才助手,A02_AI项目经理;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,PROJECT_CASE,项目管理,银行企业知识助手项目-人员配置计划,SYNTHETIC,P002
P002_10,P002_10_招聘需求.md,A07,AI招聘与人才助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,PROJECT_CASE,招聘,银行企业知识助手项目-招聘需求,SYNTHETIC,P002
P002_11,P002_11_采购申请.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,采购,银行企业知识助手项目-采购申请,SYNTHETIC,P002
P002_12,P002_12_采购需求规格.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官,PROJECT_CASE,采购,银行企业知识助手项目-采购需求规格,SYNTHETIC,P002
P002_13,P002_13_供应商比选记录.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,供应商,银行企业知识助手项目-供应商比选记录,SYNTHETIC,P002
P002_14,P002_14_招投标材料与审查计划.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,银行企业知识助手项目-招投标材料与审查计划,SYNTHETIC,P002
P002_15,P002_15_合同审核意见.md,A11,合同与履约风控官,A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,合同履约,银行企业知识助手项目-合同审核意见,SYNTHETIC,P002
P002_16,P002_16_项目合同摘要.md,A11,合同与履约风控官,A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,合同履约,银行企业知识助手项目-项目合同摘要,SYNTHETIC,P002
P002_17,P002_17_项目周报汇总.md,A02,AI项目经理,A02_AI项目经理;A04_智能会议协同官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-项目周报汇总,SYNTHETIC,P002
P002_18,P002_18_风险台账.md,A02,AI项目经理,A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-风险台账,SYNTHETIC,P002
P002_19,P002_19_变更记录.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,银行企业知识助手项目-变更记录,SYNTHETIC,P002
P002_20,P002_20_验收方案.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,银行企业知识助手项目-验收方案,SYNTHETIC,P002
P002_21,P002_21_验收报告.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-验收报告,SYNTHETIC,P002
P002_22,P002_22_结项报告.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-结项报告,SYNTHETIC,P002
P002_23,P002_23_项目经营复盘.md,A12,企业经营分析师,A02_AI项目经理;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,经营分析,银行企业知识助手项目-项目经营复盘,SYNTHETIC,P002
P002_24,P002_24_知识沉淀清单.md,A03,企业知识管家,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A05_企业文档创作官;A06_文档规范与排版官;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,知识治理,银行企业知识助手项目-知识沉淀清单,SYNTHETIC,P002
P002_25,P002_25_需求变更申请.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-需求变更申请,SYNTHETIC,P002
P002_26,P002_26_项目延期风险升级记录.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-项目延期风险升级记录,SYNTHETIC,P002
P002_27,P002_27_知识版本冲突处理记录.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,知识治理,银行企业知识助手项目-延期原因链与知识版本冲突处理,SYNTHETIC,P002
P002_28,P002_28_人员不足资源申请.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,银行企业知识助手项目-人员不足资源申请,SYNTHETIC,P002
P002_29,P002_29_成本超支预警.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,经营分析,银行企业知识助手项目-成本超支预警,SYNTHETIC,P002
P002_30,P002_30_合同付款争议记录.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,合同履约,银行企业知识助手项目-合同付款争议记录,SYNTHETIC,P002
P002_31,P002_31_项目纠偏会议纪要.md,A10,招投标审查官,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,会议协同,银行企业知识助手项目-项目纠偏会议纪要,SYNTHETIC,P002
P003_01,P003_01_客户需求说明.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A05_企业文档创作官;A06_文档规范与排版官;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-客户需求说明,SYNTHETIC,P003
P003_02,P003_02_需求调研记录.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-需求调研记录,SYNTHETIC,P003
P003_03,P003_03_需求分析报告.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-需求分析报告,SYNTHETIC,P003
P003_04,P003_04_解决方案.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A05_企业文档创作官;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-解决方案,SYNTHETIC_DERIVED,P003
P003_05,P003_05_报价说明.md,A12,企业经营分析师,A01_需求洞察与方案顾问;A02_AI项目经理;A09_智能采购顾问;A12_企业经营分析师,PROJECT_CASE,财务,电力 AI 智能巡检平台-报价说明,SYNTHETIC,P003
P003_06,P003_06_项目立项申请.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-项目立项申请,SYNTHETIC,P003
P003_07,P003_07_WBS与里程碑计划.md,A02,AI项目经理,A02_AI项目经理;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-WBS与里程碑计划,SYNTHETIC,P003
P003_08,P003_08_项目启动会材料.md,A04,智能会议协同官,A02_AI项目经理;A04_智能会议协同官;A05_企业文档创作官,PROJECT_CASE,会议协同,电力 AI 智能巡检平台-项目启动会材料,SYNTHETIC,P003
P003_09,P003_09_人员配置计划.md,A07,AI招聘与人才助手,A02_AI项目经理;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-人员配置计划,SYNTHETIC,P003
P003_10,P003_10_招聘需求.md,A07,AI招聘与人才助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,PROJECT_CASE,招聘,电力 AI 智能巡检平台-招聘需求,SYNTHETIC,P003
P003_11,P003_11_采购申请.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,采购,电力 AI 智能巡检平台-采购申请,SYNTHETIC,P003
P003_12,P003_12_采购需求规格.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官,PROJECT_CASE,采购,电力 AI 智能巡检平台-采购需求规格,SYNTHETIC,P003
P003_13,P003_13_供应商比选记录.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,供应商,电力 AI 智能巡检平台-供应商比选记录,SYNTHETIC,P003
P003_14,P003_14_招投标材料与审查计划.md,A10,招投标审查官,A01_需求洞察与方案顾问;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,招投标,电力 AI 智能巡检平台-招投标材料与审查计划,SYNTHETIC,P003
P003_15,P003_15_合同审核意见.md,A11,合同与履约风控官,A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,合同履约,电力 AI 智能巡检平台-合同审核意见,SYNTHETIC,P003
P003_16,P003_16_项目合同摘要.md,A11,合同与履约风控官,A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,合同履约,电力 AI 智能巡检平台-项目合同摘要,SYNTHETIC,P003
P003_17,P003_17_项目周报汇总.md,A02,AI项目经理,A02_AI项目经理;A04_智能会议协同官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-项目周报汇总,SYNTHETIC,P003
P003_18,P003_18_风险台账.md,A02,AI项目经理,A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-风险台账,SYNTHETIC,P003
P003_19,P003_19_变更记录.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-变更记录,SYNTHETIC,P003
P003_20,P003_20_验收方案.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收方案,SYNTHETIC,P003
P003_21,P003_21_验收报告.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收报告,SYNTHETIC,P003
P003_22,P003_22_结项报告.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-结项报告,SYNTHETIC,P003
P003_23,P003_23_项目经营复盘.md,A12,企业经营分析师,A02_AI项目经理;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,经营分析,电力 AI 智能巡检平台-项目经营复盘,SYNTHETIC,P003
P003_24,P003_24_知识沉淀清单.md,A03,企业知识管家,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A04_智能会议协同官;A05_企业文档创作官;A06_文档规范与排版官;A07_AI招聘与人才助手;A08_培训绩效与员工发展助手;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,知识治理,电力 AI 智能巡检平台-知识沉淀清单,SYNTHETIC,P003
P003_25,P003_25_GPU采购技术规格.md,A09,智能采购顾问,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,采购,电力 AI 智能巡检平台-GPU采购技术规格,SYNTHETIC_DERIVED,P003
P003_26,P003_26_算法指标专项评审.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-算法指标专项评审,SYNTHETIC,P003
P003_27,P003_27_数据安全评审.md,A03,企业知识管家,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,信息安全数据治理,电力 AI 智能巡检平台-数据安全评审,SYNTHETIC,P003
P003_28,P003_28_视频数据治理说明.md,A03,企业知识管家,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,信息安全数据治理,电力 AI 智能巡检平台-视频数据治理说明,SYNTHETIC,P003
P003_29,P003_29_技术方案变更评审.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-技术方案变更评审,SYNTHETIC,P003
P003_30,P003_30_验收指标争议纪要.md,A11,合同与履约风控官,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-验收指标争议纪要,SYNTHETIC,P003
P003_31,P003_31_算法测试专项报告.md,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,电力 AI 智能巡检平台-算法测试专项报告,SYNTHETIC,P003
CASE001,CASE001_历史项目案例_需求变更与基线控制复盘.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,需求变更与基线控制复盘,SYNTHETIC_DERIVED,CROSS_PROJECT
CASE002,CASE002_历史项目案例_采购合同与成本联动复盘.md,A12,企业经营分析师,A02_AI项目经理;A09_智能采购顾问;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,经营分析,P002 银行企业知识助手项目负毛利异常原因与采购合同成本联动复盘,SYNTHETIC_DERIVED,CROSS_PROJECT
CASE003,CASE003_历史项目案例_验收指标与知识沉淀复盘.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A03_企业知识管家;A10_招投标审查官;A11_合同与履约风控官;A12_企业经营分析师,PROJECT_CASE,项目管理,验收指标与知识沉淀复盘,SYNTHETIC_DERIVED,CROSS_PROJECT
CASE004,CASE004_历史项目案例_文档格式与排版正反案例.md,A06,文档规范与排版官,A05_企业文档创作官;A06_文档规范与排版官,PROJECT_CASE,公文规范,文档格式与排版正反案例,SYNTHETIC_DERIVED,CROSS_PROJECT
TPL001,TPL001_项目管理_项目立项模板.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理,TEMPLATE,项目管理,项目立项模板,INTERNAL_DERIVED,
TPL002,TPL002_项目管理_需求调研模板.md,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理,TEMPLATE,项目管理,需求调研模板,INTERNAL_DERIVED,
TPL003,TPL003_企业文档_解决方案模板.md,A05,企业文档创作官,A01_需求洞察与方案顾问;A05_企业文档创作官,TEMPLATE,企业文档,解决方案模板,INTERNAL_DERIVED,
TPL004,TPL004_项目管理_WBS计划模板.md,A02,AI项目经理,A02_AI项目经理,TEMPLATE,项目管理,WBS计划模板,INTERNAL_DERIVED,
TPL005,TPL005_项目管理_项目周报模板.md,A02,AI项目经理,A02_AI项目经理;A04_智能会议协同官,TEMPLATE,项目管理,项目周报模板,INTERNAL_DERIVED,
TPL006,TPL006_项目管理_项目风险台账模板.md,A02,AI项目经理,A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,项目管理,项目风险台账模板,INTERNAL_DERIVED,
TPL007,TPL007_项目管理_项目变更单模板.md,A02,AI项目经理,A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,项目管理,项目变更单模板,INTERNAL_DERIVED,
TPL008,TPL008_项目管理_验收方案模板.md,A02,AI项目经理,A01_需求洞察与方案顾问;A02_AI项目经理;A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,项目管理,验收方案模板,INTERNAL_DERIVED,
TPL009,TPL009_会议协同_会议议程模板.md,A04,智能会议协同官,A02_AI项目经理;A04_智能会议协同官;A05_企业文档创作官,TEMPLATE,会议协同,会议议程模板,INTERNAL_DERIVED,
TPL010,TPL010_会议协同_会议纪要模板.md,A04,智能会议协同官,A02_AI项目经理;A04_智能会议协同官;A05_企业文档创作官,TEMPLATE,会议协同,会议纪要模板,INTERNAL_DERIVED,
TPL011,TPL011_会议协同_决策与待办清单模板.md,A04,智能会议协同官,A02_AI项目经理;A04_智能会议协同官,TEMPLATE,会议协同,决策与待办清单模板,INTERNAL_DERIVED,
TPL012,TPL012_公文规范_通知模板.md,A05,企业文档创作官,A05_企业文档创作官;A06_文档规范与排版官,TEMPLATE,公文规范,通知模板,INTERNAL_DERIVED,
TPL013,TPL013_公文规范_请示模板.md,A05,企业文档创作官,A05_企业文档创作官;A06_文档规范与排版官,TEMPLATE,公文规范,专项预算与事项批准请示模板,INTERNAL_DERIVED,
TPL014,TPL014_企业文档_工作报告模板.md,A05,企业文档创作官,A05_企业文档创作官;A06_文档规范与排版官;A12_企业经营分析师,TEMPLATE,企业文档,工作报告模板,INTERNAL_DERIVED,
TPL015,TPL015_招聘_岗位JD模板.md,A07,AI招聘与人才助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,TEMPLATE,招聘,岗位JD模板,INTERNAL_DERIVED,
TPL016,TPL016_招聘_面试评价表模板.md,A07,AI招聘与人才助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,TEMPLATE,招聘,面试评价表模板,INTERNAL_DERIVED,
TPL017,TPL017_培训绩效_培训计划模板.md,A08,培训绩效与员工发展助手,A08_培训绩效与员工发展助手,TEMPLATE,培训绩效,培训计划模板,INTERNAL_DERIVED,
TPL018,TPL018_采购_采购申请模板.md,A09,智能采购顾问,A09_智能采购顾问,TEMPLATE,采购,采购申请模板,INTERNAL_DERIVED,
TPL019,TPL019_供应商_供应商比选表模板.md,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官,TEMPLATE,供应商,供应商比选表模板,INTERNAL_DERIVED,
TPL020,TPL020_合同履约_合同审查清单模板.md,A11,合同与履约风控官,A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,合同履约,合同审查清单模板,INTERNAL_DERIVED,
TPL021,TPL021_公文规范_文档格式检查清单.md,A06,文档规范与排版官,A05_企业文档创作官;A06_文档规范与排版官,TEMPLATE,公文规范,文档格式检查清单,INTERNAL_DERIVED,
TPL022,TPL022_公文规范_格式修复与模板映射记录.md,A06,文档规范与排版官,A06_文档规范与排版官,TEMPLATE,公文规范,格式修复与模板映射记录,INTERNAL_DERIVED,
TPL023,TPL023_培训绩效_绩效目标表.md,A08,培训绩效与员工发展助手,A08_培训绩效与员工发展助手;A12_企业经营分析师,TEMPLATE,培训绩效,绩效目标表,INTERNAL_DERIVED,
TPL024,TPL024_培训绩效_中期绩效回顾表.md,A08,培训绩效与员工发展助手,A02_AI项目经理;A08_培训绩效与员工发展助手,TEMPLATE,培训绩效,中期绩效回顾表,INTERNAL_DERIVED,
TPL025,TPL025_培训绩效_绩效评价反馈与改进计划模板.md,A08,培训绩效与员工发展助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,TEMPLATE,培训绩效,绩效评价反馈与改进计划模板,INTERNAL_DERIVED,
TPL026,TPL026_招投标_招标文件审查清单.md,A10,招投标审查官,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,招投标,招标文件审查清单,INTERNAL_DERIVED,
TPL027,TPL027_招投标_投标文件审核报告模板.md,A10,招投标审查官,A01_需求洞察与方案顾问;A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,招投标,投标文件审核报告模板,INTERNAL_DERIVED,
TPL028,TPL028_招投标_招投标问题定位模板.md,A10,招投标审查官,A10_招投标审查官;A11_合同与履约风控官,TEMPLATE,招投标,招投标问题定位模板,INTERNAL_DERIVED,
DATA001,DATA001_结构化业务数据_员工花名册.xlsx,A07,AI招聘与人才助手,A07_AI招聘与人才助手;A08_培训绩效与员工发展助手,BUSINESS_DATA,结构化业务数据,员工花名册,SYNTHETIC,
DATA002,DATA002_结构化业务数据_客户主数据.xlsx,A01,需求洞察与方案顾问,A01_需求洞察与方案顾问;A02_AI项目经理;A12_企业经营分析师,BUSINESS_DATA,结构化业务数据,客户主数据,SYNTHETIC,
DATA003,DATA003_结构化业务数据_供应商主数据.xlsx,A09,智能采购顾问,A09_智能采购顾问;A10_招投标审查官;A11_合同与履约风控官,BUSINESS_DATA,结构化业务数据,供应商主数据,SYNTHETIC,
DATA004,DATA004_结构化业务数据_项目主数据.xlsx,A02,AI项目经理,A02_AI项目经理;A03_企业知识管家;A12_企业经营分析师,BUSINESS_DATA,结构化业务数据,项目主数据,SYNTHETIC,
