knowledge_id,filename,title,domain,knowledge_type,priority,package,served_agents,business_chain_stage,source_strategy,source_type,required_source_categories,minimum_source_count,synthetic_fields,source_requirement,parent_knowledge,depends_on,dependency_rationale,source_authority,normative_force,applicability,status,notes
SOP006,SOP006_项目管理_项目启动流程.md,项目启动流程,项目管理,SOP,P1,PACKAGE-01,A02;A04,B04;B05;B13,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL008;KB005,POL005;POL008;KB005,项目启动需完成治理授权和会议留痕。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP007,SOP007_项目管理_项目周报与进度管理流程.md,项目周报与进度管理流程,项目管理,SOP,P1,PACKAGE-01,A02;A04;A12,B05;B12;B13,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL016;POL008,POL005;POL016;POL008,进度报告需联动项目基线、成本和会议决策。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP008,SOP008_项目管理_项目风险管理流程.md,项目风险管理流程,项目管理,SOP,P1,PACKAGE-01,A01;A02;A10;A11;A12,B12;B14,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL007;POL017;KB009,POL005;POL007;POL017;KB009,风险处置需结合变更、安全制度和风险分级。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP009,SOP009_项目管理_项目变更控制流程.md,项目变更控制流程,项目管理,SOP,P1,PACKAGE-01,A01;A02;A10;A11;A12,B02;B03;B12;B14,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL007;POL014;KB005,POL005;POL007;POL014;KB005,变更必须评估项目、合同和授权影响。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP010,SOP010_项目管理_项目验收流程.md,项目验收流程,项目管理,SOP,P1,PACKAGE-01,A01;A02;A10;A11,B15;B16,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL007;POL014;KB005,POL005;POL007;POL014;KB005,验收以项目基线、有效变更和合同条件为依据。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP011,SOP011_项目管理_项目结项与复盘流程.md,项目结项与复盘流程,项目管理,SOP,P1,PACKAGE-01,A02;A03;A12,B16;B17;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL005;POL016;POL009;REF009,POL005;POL016;POL009;REF009,结项需完成经营核对、档案归集和知识沉淀。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP012,SOP012_会议协同_会议议程与纪要流程.md,会议议程与纪要流程,会议协同,SOP,P1,PACKAGE-01,A02;A04;A05,B13;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL008;POL009;REF016,POL008;POL009;REF016,会议产出受会议治理、文档归档和公开实践约束。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP013,SOP013_企业文档_通知请示报告写作流程.md,通知请示报告写作流程,企业文档,SOP,P1,PACKAGE-01,A03;A05;A06,B13;B16;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;POL010;KB008,POL009;POL010;KB008,企业写作需遵循文档、公文和版本规则。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP014,SOP014_招聘_招聘需求到录用流程.md,招聘需求到录用流程,招聘,SOP,P1,PACKAGE-01,A07;A08,B06;B07,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL001;POL002;KB005;REF001;REF002,POL001;POL002;KB005;REF001;REF002,招聘需同时满足用工、招聘、权限和个人信息规则。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP015,SOP015_培训绩效_入职培训实施流程.md,入职培训实施流程,培训绩效,SOP,P1,PACKAGE-01,A07;A08,B07;B08,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL001;POL003;REF015,POL001;POL003;REF015,入职培训由人力与培训制度及公开实践共同约束。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP016,SOP016_采购_采购申请与询价流程.md,采购申请与询价流程,采购,SOP,P1,PACKAGE-01,A09;A10;A11,B09,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL011;POL012;POL015;KB005,POL011;POL012;POL015;KB005,采购申请需满足采购、供应商、预算和审批规则。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP017,SOP017_供应商_供应商比选与准入流程.md,供应商比选与准入流程,供应商,SOP,P1,PACKAGE-01,A09;A10;A11;A12,B09;B10,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL011;POL012;KB005;REF014,POL011;POL012;KB005;REF014,比选准入需联动采购制度、供应商规则与内控。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP018,SOP018_合同履约_合同审核与履约跟踪流程.md,合同审核与履约跟踪流程,合同履约,SOP,P1,PACKAGE-01,A02;A10;A11;A12,B11;B12;B15;B17,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL014;POL015;POL018;KB005;REF008,POL014;POL015;POL018;KB005;REF008,合同审查与履约需覆盖授权、预算、付款、知识产权和保密。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP019,SOP019_知识治理_知识新增与审核流程.md,知识新增与审核流程,知识治理,SOP,P1,PACKAGE-01,A03;A05,B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;KB006;KB008;REF017,POL009;KB006;KB008;REF017,知识入库需有责任人、依据、审核和版本标识。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP020,SOP020_知识治理_知识版本与冲突处理流程.md,知识版本与冲突处理流程,知识治理,SOP,P1,PACKAGE-01,A03;A06;A11,B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;KB006;KB008,POL009;KB006;KB008,版本和冲突处理依照适用性、效力、状态、日期、具体性与权威顺序。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP021,SOP021_知识治理_知识废止与归档流程.md,知识废止与归档流程,知识治理,SOP,P1,PACKAGE-01,A03;A04;A05,B16;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;KB006;REF009,POL009;KB006;REF009,废止知识必须停止现行使用并保留可追溯归档。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP022,SOP022_公文规范_文档格式检查流程.md,文档格式检查流程,公文规范,SOP,P1,PACKAGE-01,A05;A06,B03;B13;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;POL010;KB008,POL009;POL010;KB008,格式检查以文档、公文与版本规则为基线。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP023,SOP023_公文规范_文档排版流程.md,文档排版流程,公文规范,SOP,P1,PACKAGE-01,A05;A06,B03;B13;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;POL010;KB008,POL009;POL010;KB008,排版统一版式、层级、图表和可访问性要求。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP024,SOP024_公文规范_格式修复与模板套用流程.md,格式修复与模板套用流程,公文规范,SOP,P1,PACKAGE-01,A05;A06,B03;B13;B18,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL009;POL010;KB008,POL009;POL010;KB008,修复和套版必须保持内容语义、版本与模板一致。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP025,SOP025_培训绩效_绩效目标制定流程.md,绩效目标制定流程,培训绩效,SOP,P1,PACKAGE-01,A08;A12,B06;B08;B17,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL004;POL005;KB003,POL004;POL005;KB003,目标需从岗位职责、项目目标和绩效制度分解。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP026,SOP026_培训绩效_中期绩效回顾流程.md,中期绩效回顾流程,培训绩效,SOP,P1,PACKAGE-01,A02;A08,B08;B12;B17,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL004;KB003,POL004;SOP007;KB003,中期回顾以目标、进度证据和职责边界为依据。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP027,SOP027_培训绩效_绩效评价与反馈流程.md,绩效评价与反馈流程,培训绩效,SOP,P1,PACKAGE-01,A07;A08;A12,B08;B17,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL004;POL001;REF015,POL004;POL001;REF015,评价反馈需符合绩效、人力规则并保留依据。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP028,SOP028_培训绩效_绩效改进计划流程.md,绩效改进计划流程,培训绩效,SOP,P1,PACKAGE-01,A07;A08,B08;B17,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL004;POL003,POL004;POL003;SOP027,改进计划承接评价结果并联动培训发展。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP029,SOP029_招投标_招标文件审查流程.md,招标文件审查流程,招投标,SOP,P1,PACKAGE-01,A01;A09;A10;A11,B10,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL013;POL014;REF005;REF006;REF007;KB009,POL013;POL014;REF005;REF006;REF007;KB009,招标文件需审查合规、合同、评分与否决风险。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
SOP030,SOP030_招投标_投标文件审查流程.md,投标文件审查流程,招投标,SOP,P1,PACKAGE-01,A01;A10;A11,B10;B11,INTERNAL_DERIVED from curated upstream rules,INTERNAL_DERIVED,,0,角色;审批节点;内部时限,内部流程；Stage 2 公共来源仅在适用时作为依据,POL013;POL014;REF006;REF007;KB009,POL013;POL014;SOP029;REF006;REF007;KB009,投标文件需逐项核对资格、商务、技术、评分和证据定位。,INTERNAL_DERIVED,INTERNAL_MANDATORY,DIRECT,planned,
FAQ001,FAQ001_人力资源_请假与出勤常见问题.md,请假与出勤常见问题,人力资源,FAQ_RULE,P1,PACKAGE-01,A03;A07;A08,B06;B08,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL001;REF001,POL001;REF001,请假与出勤答复必须回溯人力制度和适用劳动规则。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ002,FAQ002_招聘_招聘面试评价常见问题.md,招聘面试评价常见问题,招聘,FAQ_RULE,P1,PACKAGE-01,A07;A08,B07,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL002;REF002;REF015,POL002;SOP014;REF002;REF015,面试评价来自招聘流程、隐私规则和招聘实践。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ003,FAQ003_培训绩效_绩效目标设定常见问题.md,绩效目标设定常见问题,培训绩效,FAQ_RULE,P1,PACKAGE-01,A07;A08;A12,B06;B08;B17,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL004,POL004;SOP025,绩效问答以绩效制度和目标制定流程为准。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ004,FAQ004_项目管理_项目延期处理规则.md,项目延期处理规则,项目管理,FAQ_RULE,P1,PACKAGE-01,A02;A10;A11;A12,B12;B14;B15,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL005;POL007,POL005;POL007;SOP007;SOP008,延期处置需联动进度、风险和变更控制。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ005,FAQ005_会议协同_会议决策与待办常见问题.md,会议决策与待办常见问题,会议协同,FAQ_RULE,P1,PACKAGE-01,A02;A04;A05,B13,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL008,POL008;SOP012,会议决策与待办必须以会议制度和纪要流程留痕。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ006,FAQ006_公文规范_公文格式快速检查规则.md,公文格式快速检查规则,公文规范,FAQ_RULE,P1,PACKAGE-01,A05;A06,B13;B18,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL009;POL010;KB008,POL009;POL010;SOP022;KB008,快速检查项来自文档、公文及格式检查基线。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ007,FAQ007_采购_采购阈值适用问答.md,采购阈值适用问答,采购,FAQ_RULE,P1,PACKAGE-01,A09;A10;A11;A12,B09;B10,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL011;POL015;KB005,POL011;POL015;KB005,采购阈值是企业参数，需同时满足预算与审批权限。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ008,FAQ008_供应商_供应商准入问答.md,供应商准入问答,供应商,FAQ_RULE,P1,PACKAGE-01,A09;A10;A11,B09,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL012;REF014,POL012;SOP017;REF014,供应商答复源于准入制度、执行流程和内控参考。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ009,FAQ009_招投标_招投标完整性资格商务技术评分与风险检查规则.md,招投标完整性资格商务技术评分与风险检查规则,招投标,FAQ_RULE,P1,PACKAGE-01,A01;A10;A11,B10,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL013;REF006;REF007;KB009,POL013;SOP029;SOP030;REF006;REF007;KB009,规则覆盖完整性、资格、商务、技术、评分、否决风险和证据定位。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ010,FAQ010_合同履约_合同付款条件检查规则.md,合同付款条件检查规则,合同履约,FAQ_RULE,P1,PACKAGE-01,A10;A11;A12,B11;B12;B17,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL014;POL015,POL014;POL015;SOP018,付款条件需同时满足合同、预算和履约证据要求。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ011,FAQ011_经营分析_项目成本偏差问答.md,项目成本偏差问答,经营分析,FAQ_RULE,P1,PACKAGE-01,A02;A11;A12,B12;B17,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL016;POL015,POL016;POL015;DATA008,成本偏差口径来自成本、预算制度和成本台账。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
FAQ012,FAQ012_信息安全数据治理_敏感数据使用问答.md,敏感数据使用问答,信息安全数据治理,FAQ_RULE,P1,PACKAGE-01,A03;A10;A11;A12,B09;B10;B11;B12,INTERNAL_DERIVED from policy/SOP/reference,INTERNAL_DERIVED,,0,,内部派生规则；引用公共依据时需核验适用性,POL017;POL018;REF002;REF003;REF004,POL017;POL018;REF002;REF003;REF004,敏感数据使用取决于信息安全、保密和适用公共规则。,INTERNAL_DERIVED,GUIDANCE,DIRECT,planned,
ROLE001,ROLE001_项目管理_项目经理.md,项目经理,项目管理,ROLE,P1,PACKAGE-01,A02,B04;B05;B12;B16,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE002,ROLE002_项目管理_解决方案顾问.md,解决方案顾问,项目管理,ROLE,P1,PACKAGE-01,A01,B01;B02;B03,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE003,ROLE003_企业基础_产品经理.md,产品经理,企业基础,ROLE,P1,PACKAGE-01,A01;A02,B02;B03;B12,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE004,ROLE004_信息安全数据治理_技术与算法工程师.md,技术与算法工程师,信息安全数据治理,ROLE,P1,PACKAGE-01,A01;A02;A11,B03;B12;B14,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE005,ROLE005_采购_采购专员.md,采购专员,采购,ROLE,P1,PACKAGE-01,A09,B09;B10,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE006,ROLE006_招聘_HRBP与招聘专员.md,HRBP与招聘专员,招聘,ROLE,P1,PACKAGE-01,A07;A08,B06;B07;B08,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE007,ROLE007_财务_财务经理.md,财务经理,财务,ROLE,P1,PACKAGE-01,A02;A12,B04;B09;B11;B17,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE008,ROLE008_合同履约_法务风控经理.md,法务风控经理,合同履约,ROLE,P1,PACKAGE-01,A10;A11,B10;B11;B14,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE009,ROLE009_会议协同_综合行政专员.md,综合行政专员,会议协同,ROLE,P1,PACKAGE-01,A03;A04;A05;A06,B13;B16;B18,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
ROLE010,ROLE010_项目管理_项目成员.md,项目成员,项目管理,ROLE,P1,PACKAGE-01,A02;A04;A12,B05;B12;B15,SYNTHETIC enterprise design,SYNTHETIC_DERIVED,,0,岗位职责;权限边界,Internal synthetic rule,KB002;KB003,KB002;KB003,岗位职责由组织架构和部门职责共同定义。,SYNTHETIC,INTERNAL_MANDATORY,DIRECT,planned,
P001_01,P001_01_客户需求说明.md,智慧园区 AI 数字人服务平台-客户需求说明,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B01;B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_02,P001_02_需求调研记录.md,智慧园区 AI 数字人服务平台-需求调研记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A10;A11;A12,B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_03,P001_03_需求分析报告.md,智慧园区 AI 数字人服务平台-需求分析报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B02;B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP001;POL005,SOP001;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_04,P001_04_解决方案.md,智慧园区 AI 数字人服务平台-解决方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A05;A10;A11,B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP002;TPL003,SOP002;TPL003,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_05,P001_05_报价说明.md,智慧园区 AI 数字人服务平台-报价说明,财务,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A09;A12,B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,POL015;POL016,POL015;POL016,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_06,P001_06_项目立项申请.md,智慧园区 AI 数字人服务平台-项目立项申请,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B04,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP003;TPL001,SOP003;TPL001,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_07,P001_07_WBS与里程碑计划.md,智慧园区 AI 数字人服务平台-WBS与里程碑计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A12,B05,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP004;TPL004,SOP004;TPL004,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_08,P001_08_项目启动会材料.md,智慧园区 AI 数字人服务平台-项目启动会材料,会议协同,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A05,B05;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP006;SOP012,SOP006;SOP012,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_09,P001_09_人员配置计划.md,智慧园区 AI 数字人服务平台-人员配置计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A07;A08,B06,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP005;DATA011,SOP005;DATA011,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_10,P001_10_招聘需求.md,智慧园区 AI 数字人服务平台-招聘需求,招聘,PROJECT_CASE,P1,PACKAGE-02,A07;A08,B07,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP014;TPL015,SOP014;TPL015,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_11,P001_11_采购申请.md,智慧园区 AI 数字人服务平台-采购申请,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP016;TPL018,SOP016;TPL018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_12,P001_12_采购需求规格.md,智慧园区 AI 数字人服务平台-采购需求规格,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP016;REF013,SOP016;REF013,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
